date,daily_happiness
2020-07-28,5.466264290517808
2020-07-29,5.451111895517124
2020-07-30,5.4619539110678295
2020-07-31,5.46355870592512
2020-08-01,5.472674372259811
2020-08-02,5.461140092553635
2020-08-03,5.4832359341001
2020-08-04,5.50463246793868
2020-08-05,5.502186119873826
2020-08-06,5.501358443964193
2020-08-07,5.457632556568719
2020-08-08,5.466006317689569
2020-08-09,5.474819331526633
2020-08-10,5.496406249999993
2020-08-11,5.473948033201013
2020-08-12,5.478020251396638
2020-08-13,5.469205591544499
2020-08-14,5.4680418755528875
2020-08-15,5.506393648140413
2020-08-16,5.5067886022333505
2020-08-17,5.4873198942498345
2020-08-18,5.474126379901027
2020-08-19,5.480989712664069
2020-08-20,5.478528776978417
2020-08-21,5.490860420650094
2020-08-22,5.496803713527854
2020-08-23,5.495244003308503
2020-08-24,5.4947158871278905
2020-08-25,5.491791044776121
2020-08-26,5.515458360232403
2020-08-27,5.467022825008265
2020-08-28,5.488455962305179
2020-08-29,5.50506633499171
2020-08-30,5.504911676001725
2020-08-31,5.467284996861268
2020-09-01,5.51653602652999
2020-09-02,5.470882352941246
2020-09-03,5.476527859237524
2020-09-04,5.457166759620757
2020-09-05,5.504230769230761
2020-09-06,5.468919389978211
2020-09-07,5.528583078491333
2020-09-08,5.489684210526326
2020-09-09,5.465440931780366
2020-09-10,5.499806430446201
2020-09-11,5.50472341835045
2020-09-12,5.477355175688507
2020-09-13,5.490879940343017
2020-09-14,5.491417288284329
2020-09-15,5.475612525808665
2020-09-16,5.478048038917607
2020-09-17,5.487781796262802
2020-09-18,5.478900235663796
2020-09-19,5.4732063125481165
2020-09-20,5.5033791574279345
2020-09-21,5.468044654939119
2020-09-22,5.503057748234313
2020-09-23,5.4672099125364415
2020-09-24,5.459920514761542
2020-09-25,5.499711191335764
2020-09-26,5.4959318377912005
2020-09-27,5.5310666666666535
2020-09-28,5.5100589721988245
2020-09-29,5.483808806925104
2020-09-30,5.515691056910532
2020-10-01,5.493192955589578
2020-10-02,5.501436420722138
2020-10-03,5.504329192546578
2020-10-04,5.4884678362573185
2020-10-05,5.5034920634920725
2020-10-06,5.461375876060502
2020-10-07,5.48831910946203
2020-10-08,5.507353790613733
2020-10-09,5.46823751891074
2020-10-10,5.497455482661665
2020-10-11,5.479940585009133
2020-10-12,5.511709726443749
2020-10-13,5.5040067340067225
2020-10-14,5.48770992366412
2020-10-15,5.486037172253573
2020-10-16,5.487660581473974
2020-10-17,5.529706536238352
2020-10-18,5.556419113413946
2020-10-19,5.505612602100343
2020-10-20,5.463347969264537
2020-10-21,5.456849950314669
2020-10-22,5.477884686008081
2020-10-23,5.487328063241101
2020-10-24,5.498574018126888
2020-10-25,5.507948717948705
2020-10-26,5.501777199826615
2020-10-27,5.4686530931871555
2020-10-28,5.465015105740177
2020-10-29,5.484358161648189
2020-10-30,5.49178189300412
2020-10-31,5.458576868158018
2020-11-01,5.456488060570755
2020-11-02,5.478896917148357
2020-11-03,5.49172903225806
2020-11-04,5.466539042821138
2020-11-05,5.56146408839779
2020-11-06,5.367120158887788
2020-11-07,5.514547353760455
2020-11-08,5.513446685878953
2020-11-09,5.495512010113762
2020-11-10,5.507079252003573
2020-11-11,5.496570765661261
2020-11-12,5.474134574693179
2020-11-13,5.466989579312998
2020-11-14,5.492832347140048
2020-11-15,5.523362627197039
2020-11-16,5.521046405823489
2020-11-17,5.466037053773151
2020-11-18,5.492201901975142
2020-11-19,5.48954821308159
2020-11-20,5.496586157173765
2020-11-21,5.501810510164928
2020-11-22,5.496204724409457
2020-11-23,5.509633592736718
2020-11-24,5.487879045996591
2020-11-25,5.48211414392059
2020-11-26,5.5212454005094855
2020-11-27,5.485287414535327
2020-11-28,5.477060900264777
2020-11-29,5.487682783018874
2020-11-30,5.463316400580621
2020-12-01,5.458555332999504
2020-12-02,5.492962684698221
2020-12-03,5.505076521089964
2020-12-04,5.543364365971113
2020-12-05,5.543691304347815
2020-12-06,5.525930018416231
2020-12-07,5.511406774488879
2020-12-08,5.497284572105408
2020-12-09,5.4811407766990285
2020-12-10,5.479933110367878
2020-12-11,5.47870197904541
2020-12-12,5.515612438376919
2020-12-13,5.526646862235413
2020-12-14,5.506102893890661
2020-12-15,5.495162326079199
2020-12-16,5.492182458198893
2020-12-17,5.496066030230719
2020-12-18,5.5043891402714875
2020-12-19,5.500397570403097
2020-12-20,5.476909230180002
2020-12-21,5.512755249818982
2020-12-22,5.475797101449265
2020-12-23,5.512825772898009
2020-12-24,5.491080069124424
2020-12-25,5.489297619047618
2020-12-26,5.538974979822424
2020-12-27,5.551499620349286
2020-12-28,5.515633074935402
2020-12-29,5.485281645569624
2020-12-30,5.50924640729058
2020-12-31,5.502812109862673
