date,daily_happiness
2020-07-29,5.461604297888112
2020-07-30,5.472515274949101
2020-07-31,5.4744881588999155
2020-08-01,5.485361648444079
2020-08-02,5.473860195903855
2020-08-03,5.4940577359714435
2020-08-04,5.515603785900782
2020-08-05,5.513523213697718
2020-08-06,5.512673745173747
2020-08-07,5.46771216407354
2020-08-08,5.47965996168582
2020-08-09,5.49084729535664
2020-08-10,5.508378566457888
2020-08-11,5.486079696394682
2020-08-12,5.489454412303204
2020-08-13,5.480574794716178
2020-08-14,5.477302611367124
2020-08-15,5.5209677419354914
2020-08-16,5.521018255578103
2020-08-17,5.498223911541108
2020-08-18,5.4861122244489
2020-08-19,5.49273437500001
2020-08-20,5.490139728096674
2020-08-21,5.5034393878373
2020-08-22,5.512923510089154
2020-08-23,5.50829833770779
2020-08-24,5.508283734203012
2020-08-25,5.504522388059712
2020-08-26,5.527775902801197
2020-08-27,5.476994119681771
2020-08-28,5.500590251332812
2020-08-29,5.521188075405528
2020-08-30,5.5215180612711405
2020-08-31,5.478406557377057
2020-09-01,5.527705845380255
2020-09-02,5.481160115052718
2020-09-03,5.486238167938931
2020-09-04,5.46571263035921
2020-09-05,5.518077080770818
2020-09-06,5.483342579750348
2020-09-07,5.547430441898523
2020-09-08,5.501257548845477
2020-09-09,5.476191140565046
2020-09-10,5.511266300617708
2020-09-11,5.517353451266075
2020-09-12,5.493500252908444
2020-09-13,5.5163576702214945
2020-09-14,5.506860465116293
2020-09-15,5.4863298448213715
2020-09-16,5.488062777425498
2020-09-17,5.498443396226416
2020-09-18,5.492503108164107
2020-09-19,5.485123531794267
2020-09-20,5.518726503759392
2020-09-21,5.478402408784975
2020-09-22,5.516939313984175
2020-09-23,5.476116504854373
2020-09-24,5.471795382165602
2020-09-25,5.514381591562787
2020-09-26,5.512552511415525
2020-09-27,5.55538461538462
2020-09-28,5.526196428571465
2020-09-29,5.495758415841553
2020-09-30,5.531344501718234
2020-10-01,5.506821298910852
2020-10-02,5.515397022332503
2020-10-03,5.52833220796759
2020-10-04,5.511235034656581
2020-10-05,5.518873534338326
2020-10-06,5.472320527745441
2020-10-07,5.501303160358945
2020-10-08,5.521015921152382
2020-10-09,5.480401750198899
2020-10-10,5.514195804195812
2020-10-11,5.494604560892764
2020-10-12,5.5265398478173715
2020-10-13,5.516946084218807
2020-10-14,5.500498181818187
2020-10-15,5.497798611111111
2020-10-16,5.498874336283186
2020-10-17,5.546055607917052
2020-10-18,5.5813486637663
2020-10-19,5.525889377749844
2020-10-20,5.475190457868412
2020-10-21,5.467275563258216
2020-10-22,5.490733307603242
2020-10-23,5.500166736140043
2020-10-24,5.520979112271544
2020-10-25,5.526306451612891
2020-10-26,5.5180974264706
2020-10-27,5.480946280991726
2020-10-28,5.478249801113766
2020-10-29,5.499133891213395
2020-10-30,5.506364823683064
2020-10-31,5.472740628166165
2020-11-01,5.4742839195979895
2020-11-02,5.495056526207538
2020-11-03,5.505889849795172
2020-11-04,5.480960604425254
2020-11-05,5.659321428571433
2020-11-06,5.382376681614352
2020-11-07,5.53994660564455
2020-11-08,5.5363992537313536
2020-11-09,5.509879464285745
2020-11-10,5.5227822390175625
2020-11-11,5.512078817733989
2020-11-12,5.488215246636768
2020-11-13,5.479531949531938
2020-11-14,5.506965029142386
2020-11-15,5.5412303149606315
2020-11-16,5.538693759071132
2020-11-17,5.480735223450267
2020-11-18,5.5048826471719865
2020-11-19,5.501067137809157
2020-11-20,5.5098976885183895
2020-11-21,5.515726978998387
2020-11-22,5.509958471760822
2020-11-23,5.521581269087221
2020-11-24,5.497581930912272
2020-11-25,5.49070107858245
2020-11-26,5.532886597938121
2020-11-27,5.494226128016781
2020-11-28,5.48683629675046
2020-11-29,5.49764597418561
2020-11-30,5.47104052026013
2020-12-01,5.465994296085035
2020-12-02,5.50253890041495
2020-12-03,5.519556514913666
2020-12-04,5.5569225611800315
2020-12-05,5.560875172731448
2020-12-06,5.541325067803178
2020-12-07,5.522748091603061
2020-12-08,5.507368908081428
2020-12-09,5.4912496045555015
2020-12-10,5.491533076653822
2020-12-11,5.488842774916698
2020-12-12,5.530483419896135
2020-12-13,5.541436377829806
2020-12-14,5.51787491593812
2020-12-15,5.507097378277148
2020-12-16,5.50249465648854
2020-12-17,5.509024288107157
2020-12-18,5.521298076923074
2020-12-19,5.51855364552459
2020-12-20,5.490282485875701
2020-12-21,5.526288973384005
2020-12-22,5.486882535308314
2020-12-23,5.523686109440778
2020-12-24,5.501385722855454
2020-12-25,5.502427794056101
2020-12-26,5.555694799658994
2020-12-27,5.566770583533175
2020-12-28,5.527984469952724
2020-12-29,5.496250412950121
2020-12-30,5.5221777451340355
2020-12-31,5.514380704041737
